"id","name","abbreviation","url","notes","parent_office_id","no_parent","reporting_authority_type","cfo_act_agency"
"49542","National Reconnaissance Office",,"http://www.nro.gov/",,,"true","independent","false"
"49546","National Security Agency","NSA","http://www.nsa.gov/",,"49229","false","executive","false"
"49548","National Security Council",,"http://www.whitehouse.gov/nsc/index.html",,,"true","executive","false"
"49549","National Technical Information Service",,"http://www.ntis.gov/",,"52668","false","executive","false"
"49551","National Telecommunications and Information Administration",,"http://www.ntia.doc.gov/",,"52668","false","executive","false"
"49555","National War College",,"http://www.ndu.edu/nwc/index.htm",,"49492","false","executive","false"
"49557","National Weather Service","NOAA","http://www.nws.noaa.gov/",,"49530","false","executive","false"
"49560","Natural Resources Conservation Service",,"http://www.nrcs.usda.gov/wps/portal/nrcs/home",,"49015","false","executive","false"
"49561","U.S. Navy",,"http://www.navy.mil/",,"49229","false","executive","false"
"49565","Northern Command",,"http://www.northcom.mil/",,"49726","false","executive","false"
"49567","Northwest Power and Conservation Council",,"http://www.nwcouncil.org/",,,"true","independent","false"
"49569","Nuclear Energy, Science and Technology",,"http://www.ne.doe.gov/",,"49019","false","executive","false"
"49571","Nuclear Waste Technical Review Board",,"http://www.nwtrb.gov/",,,"true","independent","false"
"49573","Oak Ridge National Laboratory",,"http://www.oro.doe.gov/",,"49522","false","executive","false"
"49577","Occupational Safety and Health Review Commission",,"http://www.oshrc.gov/index.html",,,"true","independent","false"
"49579","Office of Compliance",,"http://www.compliance.gov",,"49664","false","independent","false"
"49584","Office of Management and Budget","OMB","http://www.whitehouse.gov/omb/",,,"true","executive","false"
"49586","Office of National Drug Control Policy","ONDCP","http://www.whitehouse.gov/ondcp",,,"true","executive","false"
"49588","Office of Refugee Resettlement",,"http://www.acf.hhs.gov/programs/orr/",,"47994","false","executive","false"
"49590","Office of Science and Technology Policy",,"http://www.ostp.gov/",,,"true","executive","false"
"49592","Office of Scientific and Technical Information",,"http://www.osti.gov/",,"49658","false","executive","false"
"49593","Office of Special Counsel",,"http://www.osc.gov/",,,"true","independent","false"
"49595","Office of the Director of National Intelligence",,"http://www.dni.gov",,,"true","independent","false"
"49597","Open World Leadership Center",,"http://www.openworld.gov",,"49664","false","independent","false"
"49601","Pacific Command",,"http://www.pacom.mil/",,"49726","false","executive","false"
"49604","Office of the Pardon Attorney",,"http://www.usdoj.gov/pardon/index.html",,"52686","false","executive","false"
"49606","Parole Commission","Justice Department","http://www.usdoj.gov/uspc/",,"52686","false","executive","false"
"49614","Pentagon Force Protection Agency",,"http://www.pfpa.mil/",,"49229","false","executive","false"
"49616","Pipeline and Hazardous Materials Safety Administration",,"http://www.phmsa.dot.gov/",,"49035","false","executive","false"
"49618","Policy Development and Research","HUD","http://www.huduser.org",,"49023","false","executive","false"
"49620","Political Affairs","State Department","http://www.state.gov/p/",,,"true","independent","false"
"49621","Postal Regulatory Commission",,"http://www.prc.gov",,,"true","independent","false"
"49624","Power Administrations",,"http://www.energy.gov/organization/powermarketingadmin.htm",,"49019","false","executive","false"
"49625","Presidio Trust",,"http://www.presidio.gov",,,"true","independent","false"
"49627","Prisoner of War/Missing Personnel Office",,"http://www.dtic.mil/dpmo/",,"49229","false","executive","false"
"49629","Public and Indian Housing",,"http://www.hud.gov/offices/pih/index.cfm",,"49023","false","executive","false"
"49632","Public Diplomacy and Public Affairs","State Department","http://www.state.gov/r/",,,"true","independent","false"
"49635","Radio Free Asia","RFA","http://www.rfa.org/",,"49109","false","independent","false"
"49637","Radio Free Europe/Radio Liberty","RFE/RL","http://www.rferl.org/",,"49109","false","independent","false"
"49642","Regulatory Information Service Center",,"http://www.reginfo.gov/",,"49584","false","executive","false"
"49644","Rehabilitation Services Administration","Education Department","http://www.ed.gov/about/offices/list/osers/rsa/index.html?exp=0",,"48121","false","executive","false"
"49647","Research and Innovative Technology Administration",,"http://www.rita.dot.gov/",,"49035","false","executive","false"
"49649","Risk Management Agency","Agriculture Department","http://www.rma.usda.gov/",,"49015","false","executive","false"
"49650","Rural Business and Cooperative Programs",,"http://www.rurdev.usda.gov/LP_Subject_BusinessAndCooperativeAssistance.html",,"49653","false","executive","false"
"49653","Rural Development",,"http://www.rurdev.usda.gov/",,"49015","false","executive","false"
"49654","Rural Housing Service",,"http://www.rurdev.usda.gov/LP_Subject_HousingAndCommunityAssistance.html",,"49653","false","executive","false"
"49655","Rural Utilities Service",,"http://www.rurdev.usda.gov/Utilities_Assistance.html",,"49653","false","executive","false"
"49656","Saint Lawrence Seaway Development Corporation",,"http://www.seaway.dot.gov/",,"49035","false","executive","false"
"49658","Science Office","Energy Department","http://science.energy.gov/",,"49019","false","executive","false"
"49660","Secret Service",,"http://www.secretservice.gov/index.shtml",,"49022","false","executive","false"
"49664","U.S. Senate",,"http://www.senate.gov/",,,"true","independent","false"
"49668","Smithsonian Institution",,"http://www.si.edu/",,,"true","independent","false"
"49670","Social Security Advisory Board",,"http://www.ssab.gov/",,,"true","independent","false"
"49672","Southeastern Power Administration",,"http://199.44.84.82/",,"49624","false","executive","false"
"49674","Southern Command",,"http://www.southcom.mil/Pages/Default.aspx",,"49726","false","executive","false"
"49676","Southwestern Power Administration",,"http://www.swpa.gov/",,"49624","false","executive","false"
"49678","Special Forces Operations Command",,"http://www.socom.mil/",,"49726","false","executive","false"
"49681","State Justice Institute",,"http://www.sji.gov/about.php",,,"true","independent","false"
"49684","Stennis Center for Public Service",,"http://www.stennis.gov/",,"49664","false","independent","false"
"49685","Strategic Command",,"http://www.stratcom.mil/",,"49726","false","executive","false"
"49687","Substance Abuse and Mental Health Services Administration",,"http://www.samhsa.gov/",,"49021","false","executive","false"
"49688","Supreme Court of the United States",,"http://www.supremecourtus.gov/",,,"true","independent","false"
"49690","Surface Mining, Reclamation and Enforcement",,"http://www.osmre.gov/",,"49033","false","executive","false"
"49691","Surface Transportation Board",,"http://www.stb.dot.gov/",,"49035","false","executive","false"
"49692","Susquehanna River Basin Commission",,"http://www.srbc.net/",,,"true","independent","false"
"49694","Tax Court",,"http://www.ustaxcourt.gov/",,,"true","independent","false"
"49696","Taxpayer Advocacy Panel",,"http://www.improveirs.org",,"49034","false","executive","false"
"49699","Transportation Command",,"http://www.transcom.mil",,"49726","false","executive","false"
"49706","TRICARE Management",,"http://www.tricare.mil/",,"49229","false","executive","false"
"49709","U.S. Capitol Visitor Center",,"http://www.visitthecapitol.gov",,"49088","false","independent","false"
"49711","U.S. Immigration and Customs Enforcement",,"http://www.ice.gov/",,"49022","false","executive","false"
"49712","U.S. International Trade Commission",,"http://www.usitc.gov/",,,"true","independent","false"
"49713","U.S. Military Academy, West Point",,"http://www.usma.edu/",,"49229","false","executive","false"
"49715","U.S. Mission to the United Nations",,"http://www.usunnewyork.usmission.gov/",,"49030","false","executive","false"
"49717","U.S. National Central Bureau - Interpol","Justice Department","http://www.usdoj.gov/usncb/",,"52686","false","executive","false"
"49719","U.S. Sentencing Commission",,"http://www.ussc.gov/",,,"true","independent","false"
"49721","U.S. Trade and Development Agency",,"http://www.ustda.gov/",,,"true","independent","false"
"49724","U.S. Trade Representative",,"http://www.ustr.gov/",,,"true","executive","false"
"49726","Unified Combatant Commands","Defense Department","http://www.defenselink.mil/specials/unifiedcommand/",,"49229","false","executive","false"
"49727","Uniformed Services University of the Health Sciences",,"http://www.usuhs.mil/",,"49229","false","executive","false"
"49730","Veterans' Employment and Training Service",,"http://www.dol.gov/vets/",,"49028","false","executive","false"
"49732","Vietnam Education Foundation",,"http://www.vef.gov",,,"true","independent","false"
"49736","Veterans Day National Committee",,"http://www1.va.gov/opa/vetsday/vdnc.asp",,"48027","false","executive","false"
"49737","Washington Headquarters Services",,"http://www.whs.mil/",,"49229","false","executive","false"
"49740","Western Area Power Administration",,"http://ww2.wapa.gov/sites/western/Pages/default.aspx",,"49624","false","executive","false"
"49743","White House",,"http://www.whitehouse.gov/",,,"true","independent","false"
"49744","White House Commission on Presidential Scholars",,"http://www.ed.gov/programs/psp/commission.html?exp=0",,"49018","false","executive","false"
"49747","White House Office of Administration",,"http://www.whitehouse.gov/oa/index.html",,,"true","executive","false"
"49748","Women's Bureau","Labor Department","http://www.dol.gov/wb/",,"49028","false","executive","false"
"49749","Woodrow Wilson International Center for Scholars",,"http://www.wilsoncenter.org",,,"true","independent","false"
"52580","Advisory Council on Historic Preservation",,"http://www.achp.gov/",,,"true","independent","false"
"52581","African Development Foundation",,"http://www.adf.gov",,,"true","independent","false"
"52583","U.S. Agency for International Development","USAID","http://www.usaid.gov/",,,"true","independent","true"
"52584","American Battle Monuments Commission",,"http://www.abmc.gov/",,,"true","independent","false"
"52586","AmeriCorps",,"http://www.americorps.gov/",,"52593","false","independent","false"
"52588","Appalachian Regional Commission",,"http://www.arc.gov/",,,"true","independent","false"
"52590","Central Intelligence Agency","CIA","http://www.cia.gov/",,,"true","independent","false"
"52591","Chemical Safety and Hazard Investigation Board",,"http://www.csb.gov",,,"true","independent","false"
"52592","U.S. Commission of Fine Arts",,"http://www.cfa.gov/",,,"true","independent","false"
"52593","Corporation for National and Community Service",,"http://www.nationalservice.gov/",,,"true","independent","false"
"52595","Defense Finance and Accounting Service","DFAS","http://www.dfas.mil/",,"49229","false","executive","false"
"52599","Defense Logistics Agency","DLA","http://www.dla.mil",,"49229","false","executive","false"
"52601","Defense Nuclear Facilities Safety Board",,"http://www.dnfsb.gov/",,,"true","independent","false"
"52603","Export-Import Bank of the United States",,"http://www.exim.gov/index.cfm",,,"true","independent","false"
"52605","Farm Credit Administration",,"http://www.fca.gov/",,,"true","independent","false"
"52607","Federal Election Commission",,"http://www.fec.gov/",,,"true","independent","false"
"52608","Federal Energy Regulatory Commission",,"http://www.ferc.gov/",,"49019","false","executive","false"
"52610","Federal Home Loan Mortgage Corporation","Freddie Mac","http://www.freddiemac.com",,"52611","false","independent","false"
"52611","Federal Housing Finance Agency",,"http://www.fhfa.gov",,,"true","independent","false"
"52613","Federal Labor Relations Authority",,"http://www.flra.gov",,,"true","independent","false"
"52615","Federal Maritime Commission",,"http://www.fmc.gov/",,,"true","independent","false"
"52617","Federal Mine Safety and Health Review Commission",,"http://www.fmshrc.gov/",,,"true","independent","false"
"52619","Federal National Mortgage Association","Fannie Mae","http://www.fanniemae.com/",,"52611","false","independent","false"
"52626","Institute of Museum and Library Services",,"http://www.imls.gov/",,,"true","independent","false"
"52628","Library of Congress","LOC","http://www.loc.gov/",,"49664","false","independent","false"
"52629","Medicare Payment Advisory Commission",,"http://www.medpac.gov/",,,"true","independent","false"
"52630","Merit Systems Protection Board",,"http://www.mspb.gov/",,,"true","independent","false"
"52633","National Capital Planning Commission",,"http://www.ncpc.gov/",,,"true","independent","false"
"52634","National Endowment for the Arts",,"http://www.arts.gov/",,,"true","independent","false"
"52636","National Endowment for the Humanities",,"http://www.neh.gov",,,"true","independent","false"
"52640","National Science Foundation","NSF","http://www.nsf.gov/",,,"true","independent","true"
"52641","National Transportation Safety Board",,"http://www.ntsb.gov/",,,"true","independent","false"
"52645","Nuclear Regulatory Commission","NRC","http://www.nrc.gov/",,,"true","independent","true"
"52646","Office of Government Ethics",,"http://www.oge.gov/",,,"true","independent","false"
"52647","Inspectors General",,"http://www.ignet.gov/igs/homepage1.html",,,"true","independent","false"
"52651","Overseas Private Investment Corporation",,"http://www.opic.gov/",,,"true","independent","false"
"52652","Peace Corps",,"http://www.peacecorps.gov/about/",,,"true","independent","false"
"52654","President's Council on Physical Fitness and Sports",,"http://www.fitness.gov/",,,"true","independent","false"
"52655","Public Records/Disclosure Office",,"http://www.fec.gov/pubrec/publicrecordsoffice.shtml",,,"true","independent","false"
"52657","Railroad Retirement Board","RRB","http://www.rrb.gov/default.asp",,,"true","independent","false"
"52658","Selective Service System","SSS","http://www.sss.gov/",,,"true","independent","false"
"52660","Tennessee Valley Authority",,"http://www.tva.gov/",,,"true","independent","false"
"52663","U.S. Access Board",,"http://www.access-board.gov/",,,"true","independent","false"
"52666","U.S. Election Assistance Commission","EAC","http://www.eac.gov/",,,"true","independent","false"
"52668","Department of Commerce","DOC","http://www.commerce.gov/",,,"true","executive","true"
"52676","Education Resources Information Center","ERIC","http://www.eric.ed.gov/",,"49395","false","executive","false"
"52678","Center for Food Safety and Applied Nutrition",,"http://www.fda.gov/AboutFDA/CentersOffices/OfficeofFoods/CFSAN/default.htm",,"48058","false","executive","false"
"52681","National Institute of Occupational Safety and Health",,"http://www.cdc.gov/niosh/",,"48013","false","executive","false"
"52682","Antitrust Division",,"http://www.justice.gov/atr/index.html",,"52686","false","executive","false"
"52683","Bureau of Justice Statistics",,"http://bjs.ojp.usdoj.gov/",,"49434","false","executive","false"
"52686","Department of Justice","DOJ","http://www.usdoj.gov/",,,"true","executive","true"
"52688","Drug Enforcement Administration",,"http://www.justice.gov/dea/",,"52686","false","executive","false"
"52691","Office of Juvenile Justice and Delinquency Prevention",,"http://www.ojjdp.gov/index.html",,"49434","false","executive","false"
"52693","Employment and Training Administration",,"http://www.doleta.gov/",,"49028","false","executive","false"
"55826","AIDsinfo",,,,,"true","independent","false"
"55835","Americans with Disabilities Act Information Line",,"http://www.ada.gov",,,"true","independent","false"
"55847","Federal Citizen Information Center",,"http://gsa.gov/portal/content/101085",,"49048","false","independent","false"
"55853","HIV/AIDS Prevention",,,,,"true","independent","false"
"55854","Indoor Environments Division",,,,,"true","independent","false"
"55875","National Cancer Institute","NCI",,,,"true","independent","false"
"55887","Office for Civil Rights, Department of Health and Human Services",,"http://www.hhs.gov/ocr",,,"true","independent","false"
"55890","Office of Manufactured Housing Programs",,,,,"true","independent","false"
"55892","Office of RESPA and Interstate Land Sales",,,,"49023","false","executive","false"
"55896","Seafood Inspection Program",,,,,"true","independent","false"
"55897","U.S. Citizenship and Immigration Services","USCIS","http://www.uscis.gov",,"49022","false","executive","false"
"55927","U.S. Customs and Border Protection",,"http://www.cbp.gov/",,"49022","false","executive","false"
"55928","Weights and Measures Division",,"http://www.nist.gov/pml/wmd/",,"49517","false","executive","false"
"61787","Medicaid and CHIP Payment and Access Commission",,"http://www.macpac.gov",,,"true","independent","false"
"68880","Federal Voting Assistance Program",,"http://www.fvap.gov/",,"49229","false","executive","false"
"72714","U.S. Capitol Police",,"http://www.house.gov/content/learn/partners/capitol_police.php",,"49664","false","independent","false"
"72913","Farm Credit System Insurance Corporation",,"http://www.fcsic.gov/index.html",,,"true","independent","false"
"85112","Joint Program Executive Office for Chemical and Biological Defense ",,"http://www.jpeocbd.osd.mil/",,"49096","false","executive","false"
"85122","Bureau of Ocean Energy Management","BOEM","http://www.boem.gov/",,"49033","false","executive","false"
"85146","Bureau of Safety and Environmental Enforcement","BSEE","http://www.bsee.gov/",,"49033","false","executive","false"
"85148","Office of Natural Resources Revenue",,"http://www.onrr.gov/",,"49033","false","executive","false"
"85230","Federal Protective Service",,"http://www.dhs.gov/federal-protective-service",,"49022","false","executive","false"
"85304","U.S. Air Force Reserve Command",,"http://www.afrc.af.mil/",,"49080","false","executive","false"
"88975","Office of Servicemember Affairs",,"http://www.consumerfinance.gov/servicemembers/",,"49113","false","independent","false"
"88999","Bureau of the Fiscal Service",,"http://www.fiscal.treasury.gov",,"49034","false","executive","false"
"89194","National Institute of Corrections",,"http://nicic.gov",,"49126","false","executive","false"
"91390","Council of the Inspectors General on Integrity and Efficiency",,"http://www.ignet.gov",,,"true","independent","false"
"91587","Bureau of Engraving and Printing","BEP","http://www.moneyfactory.gov",,"49034","false","executive","false"
"91727","Defense Finance and Accounting Service Garnishment Operations Center",,"https://www.dfas.mil/dfas/garnishment.html",,"52595","false","executive","false"
"91741","Defense Finance and Accounting Service Out-of-Service Debt Management Center",,"https://www.dfas.mil/debtandclaims.html",,"52595","false","executive","false"
